word	freq	syllables	flags	bucket	context
นับวัน	3	นับ-วัน		COMPOSED	บอย่าให้นับวันคอยละห้อยห
ปากเปล่า	3	ปาก-เปล่า		COMPOSED	ม่พูดอวดปากเปล่าจะเป่าถวาย
โลดแล่น	3	โลด-แล่น		COMPOSED	กแท่นออกโลดแล่นมากุฎีที่อ
กระบาย	3	กะ-ระ-บาย		COMPOSED	าทหารสานกระบายขึ้นหาดทรา
สุดสายตา	3	สุด-สาย-ตา		COMPOSED	งตะละไร่สุดสายตา¦ถึงธารน้ำ
แบกหาม	3	แบก-หา-มะ		COMPOSED	แหรกบ้างแบกหามกลัวจะอดอุ
ฉุดกระชาก	3	ฉุด-กระ-ชาก		COMPOSED	าสาวหยุดฉุดกระชากเก็บบุนนาค
สามนต์	3	สา-มน		COMPOSED	ตรัสสั่งสามนต์คนทั้งหลาย
ออกโรง	3	ออก-โรง		COMPOSED	นไสยาสน์ออกโรงฉันด้วยหรร
ข้าราชการ	3	ข้า-ราด-กาน		COMPOSED	าอำมาตย์ข้าราชการ¦เข้าประตู
สูญสิ้น	3	สูน-สิ้น		COMPOSED	อยเสื่อมสูญสิ้นห่วงใยในขั
เข้าโรง	3	เข้า-โรง		COMPOSED	ากรถบทจรเข้าโรงฉันพอทรงธร
ผลกรรม	3	ผล-กำ		COMPOSED	ามแต่ที่ผลกรรมได้ทำมา¦อย
ม้าล่อ	3	ม้า-ล่อ		COMPOSED	สนาให้ตีม้าล่อดังเป็นกัง
ตกลึก	3	ตก-ลึก		COMPOSED	องผลึกพอตกลึกลมจับดับสั
พลาหก	3	พะ-ลา-หก		COMPOSED	อ่านคาถาพลาหกให้ฝนตกฟุ้
ปลงศพ	3	ปะ-ลง-สบ		COMPOSED	ย่งกินจะปลงศพเสียให้สิ้
ไก่ป่า	3	ไก่-ป่า		COMPOSED	วิเวกวับไก่ป่ารับขันขานป
ปรอท	3	ปะ-รอ-ทะ		COMPOSED	งว่าเป็นปรอทฤทธิ์วิธิเ
วาโย	3	วา-โย		COMPOSED	ม่สังขารวาโยธาตุอัดอั้
มฤต	3	มะ-รึ-ตะ		COMPOSED	งน้ำสุรามฤตมาเจือจิตเ
ทอดกาย	3	ทอด-กาย		COMPOSED	ั่งเลยมาทอดกายวายวางอยู่
รับได้	3	รับ-ได้		COMPOSED	านตึกสำหรับได้หลับนอนแล้
ลูกติด	3	ลูก-ติด		COMPOSED	นแม่ม่ายลูกติดสนิทเหลือจ
เสสรวล	3	เส-สวน		COMPOSED	สียงฮาเฮเสสรวลชวนเป็นเกล
เสียงเงียบ	3	เสียง-เงียบ		COMPOSED	ุทรจนสุดเสียงเงียบสำเนียงนึก
ดูจะ	3	ดู-จะ		COMPOSED	้ได้เอ็นดูจะขืนอยู่ไยเ
อุกอาจ	3	อุ-กะ-อา-จะ		COMPOSED	รานรุกทำอุกอาจมันเกรี้ยว
ที่ไหนได้	3	ที่-ไหน-ได้		COMPOSED	จะสู้มันที่ไหนได้อย่าไปเลย¦
อยู่เลย	3	อยู่-เลย		COMPOSED	่เคยอย่าอยู่เลยหลีกไปเสีย
คราก	3	คะ-รา-กะ		COMPOSED	ร้องโครกครากบ้างอ้าปาก
โกน	3	โก-นะ		COMPOSED	องร้องตะโกน¦ให้ตีกลอง
คิดดู	3	คิด-ดู		COMPOSED	ลงเลขคาดคิดดูตามครูสอนต
กลอกกลิ้ง	3	กล-อก-กลิ้ง		COMPOSED	ื่นระลอกกลอกกลิ้งเป็นเกลียว
เดินทัพ	3	เดิน-ทับ		COMPOSED	กกำแพงพอเดินทัพถึงกันประจ
ลือนาม	3	ลือ-นาม		COMPOSED	้ชื่อให้ลือนามไม่กลัวควา
แยกทาง	3	แยก-ทาง		COMPOSED	าควบอาชาแยกทางไปกลางแปลง
การเกณฑ์	3	กาน-เกน		COMPOSED	่งมาแจ้งการเกณฑ์ทหารเก่าให
สุดสงวน	3	สุด-สะ-งะ-วน		COMPOSED	าสั่งนุชสุดสงวนจนไก่ขันหว
เห็นทีจะ	3	เห็น-ที-จะ		COMPOSED	งนอุศเรนเห็นทีจะมีคนแวะขึ้
กำหนดการ	3	กำ-หนด-กาน		COMPOSED	งลำสุดจะกำหนดการด้วยย่านไก
ปิดความ	3	ปิด-ความ		COMPOSED	ดสู้ป้องปิดความในไม่ไขขาน
ครวญเพลง	3	ครวน-เพลง		COMPOSED	ะห้อยหวนครวญเพลงบรรเลงลานโ
รู้อยู่แก่ใจ	3	รู้-อยู่-แก่-ใจ		COMPOSED	ยอมพระก็รู้อยู่แก่ใจ¦นี่รักกัน
ขอด	3	ขะ-อด		COMPOSED	ปากบอนมาขอดค่อนให้ผู้
หกร้อย	3	หก-ร้อย		COMPOSED	ใจปองได้หกร้อยย่อยยับเสี
น้ำมันยาง	3	น้ำ-มัน-ยา-งะ		COMPOSED	งทิ้งผ้าน้ำมันยางบ้างขว้างค
ปัดเป่า	3	ปัด-เป่า		COMPOSED	์หมอเข้าปัดเป่าแก้แผลรักษ
หมอนข้าง	3	หมอน-ข้าง		COMPOSED	เตียงนอนหมอนข้างเอาวางไว้ค
ราวกับว่า	3	ราว-กับ-ว่า		COMPOSED	อได้ข่าวราวกับว่าได้ยาทิพย์
ครองตัว	3	ครอง-ตัว		COMPOSED	อุตส่าห์ครองตัวมาถึงธานีอ
ตั้งต้น	3	ตั้ง-ต้น		COMPOSED	สำเร็จดีตั้งต้นหนคนการชำน
คชสาร	3	คะ-ชะ-สาน		COMPOSED	ั้งม้ารถคชสารทหารรบให้ร
สีเนื้อ	3	สี-เนื้อ		COMPOSED	ชื่อวาลีสีเนื้อนั้นคล้ำมั
เอาแต่ใจ	3	เอา-แต่-ใจ		COMPOSED	ะคิดอ่านเอาแต่ใจก็ไม่เคย¦แ
คู่คิด	3	คู่-คิด		COMPOSED	ขอแต่ผู้คู่คิดสักคนหนึ่ง
ช่อฟ้า	3	ช่อ-ฟ้า		COMPOSED	วเรียกวอช่อฟ้าเข้ามารับท
ความเจ็บปวด	3	ความ-เจ็บ-ปวด		COMPOSED	่ขัดขวางความเจ็บปวดรวดเร้าไม่
สืบตระกูล	3	สืบ-ตระ-กูน		COMPOSED	งกรุงศรีสืบตระกูลพูนสวัสดิ์
แก่น	3	แก่-นะ		COMPOSED	งแหนเป็นแก่นสารเราถือส
อุณาโลม	3	อุ-ณา-โลม		COMPOSED	์เจิมมหาอุณาโลม¦แล้วจัดแจ
ย่อมเยาว์	3	ย่อม-เยา		COMPOSED	งศรีทั้งย่อมเยาว์เบาความได้
ใจขาด	3	ใจ-ขาด		COMPOSED	ลัยเพียงใจขาดจะนิราศแรม
หัวขาด	3	หัว-ขาด		COMPOSED	เนื้อตัวหัวขาดลงกลาดเกลื
วุ่นวายใจ	3	วุ่น-วาย-ใจ		COMPOSED	าเจ้านายวุ่นวายใจแต่หันเหีย
ชาติก่อน	3	ชาด-ก่อน		COMPOSED	าทนึกว่าชาติก่อนกรรมจะทำไฉ
ขอประทานโทษ	3	ขอ-ประ-ทาน-โทด		COMPOSED	หม่นหมองขอประทานโทษาฝ่าละอองท
ลางที	3	ลา-งะ-ที		COMPOSED	ท่าศาลากลางที่ด่านทางปา
ผัดผัน	3	ผัด-ผัน		COMPOSED	ลีกลัดดูผัดผันบ้างทิ่มแท
ห้องนอน	3	ห้อง-นอน		COMPOSED	ในเรือมีห้องนอนหมอนเสื่อส
ส่วนพระองค์	3	ส่วน-พระ-อง		COMPOSED	ิดฝึกสอนส่วนพระองค์ลงที่นั่งเ
ตัวพระ	3	ตัว-พระ		COMPOSED	าเข่นฆ่าตัวพระยาจับไว้อย
อ่านหนังสือ	3	อ่าน-หนัง-สือ		COMPOSED	ไปสวรรค์อ่านหนังสือถือเทียนเว
ข้าวตอก	3	ข้าว-ตะ-อก		COMPOSED	ยได้ถวายข้าวตอกดอกบุปผาให
ชัยศรี	3	ไช-สี		COMPOSED	คชสารชาญชัยศรีแล้วเวียงว
ไพร่ฟ้าข้าแผ่นดิน	3	ไพร่-ฟ้า-ข้า-แผ่น-ดิน		COMPOSED	หนื่อยใจไพร่ฟ้าข้าแผ่นดินใช้แต่ลิ้น
ดินแดน	3	ดิน-แดน		COMPOSED	ภูมิแผ่นดินแดนทะเลพระเวห
ช่างเขียน	3	ช่าง-เขียน		COMPOSED	ับรูปนางช่างเขียนไม่เพี้ยนผ
