word	syllables	flags	context
แม่นมั่น	แม่น-มั่น		นสำคัญดูแม่นมั่นแจ้งเรื่อง
ไว้ชื่อ	ไว้-ชื่อ		องนับถือไว้ชื่อเสียงเป็นอ
พระเคราะห์	พระ-เคราะ		่าอาวรณ์พระเคราะห์จรเข้าซ้ำจ
ทำสงคราม	ทำ-สง-คราม		งตรากตรำทำสงครามให้ลุกลามเ
ดีกว่า	ดี-กว่า		้งมั่งมีดีกว่าค้าสำเภามั
ขุ่นข้อง	ขุ่น-ข้อง		นขวายใช่ขุ่นข้องหมองหมางระ
ผ่องแผ้ว	ผ่อง-แผ้ว		แก้วค่อยผ่องแผ้วปรีดิ์เปรม
เครื่องประดับ	เครื่อง-ประ-ดับ		ิฐศักดิ์เครื่องประดับสลับสีกับม
อัดอั้น	อัด-อั้น		กษัตริย์อัดอั้นเหมือนกันห
ถูกต้อง	ถูก-ต้อง		ดดโผนไม่ถูกต้องว่องไวมันไ
ปกป้อง	ปก-ป้อง		้นคณนาจะปกป้องครองคู่ไม่
ลูกแก้ว	ลูก-แก้ว		แล้วแม้นลูกแก้วอยู่ที่นี่
ลั่นฆ้อง	ลั่น-ค้อง		กกึกก้องลั่นฆ้องชัยปี่ไฉนเ
เดือนหงาย	เดือน-หงาย		์ร่วมฤดีเดือนหงายสบายใจ¦พลา
โลมา	โล-มา		ูงกระโห่โลมาในวารินบ้า
บาทบงกช	บาด-ทง-บก		ทให้กราบบาทบงกชบทศรีทั้งส
ลูกชาย	ลูก-ชาย		าเรือกับลูกชายแสนสบายชื่
ได้ช่อง	ได้-ช่อง		กสัยเห็นได้ช่องจัดแจงกล้อ
ยักขินี	ยัก-ขิ-นี		้วยอำนาจยักขินีมันนีมิตเข
ทิศใต้	ทิด-ใต้		ตรงทางจรทิศใต้รีบไปพลัน¦
นอนใจ	นอน-ใจ		ร้อนอย่านอนใจพลางยกไปจา
ตัวสั่น	ตัว-สั่น		ป่วนปั่นตัวสั่นงกกลิ้งพลั
ตะบึง	ตะ-บึง		็นไฟไหม้ตะบึงคนหนีอึงแต
ระเนน	ระ-เนน		แทบจะเอนระเนนลง¦ป่างพระ
กับข้าว	กับ-ข้าว		¦เครื่องกับข้าวเอามาตั้งบ
เย็นใจ	เย็น-ใจ		เข็ญค่อยเย็นใจไปถึงวังลั
สุขา	สุ-ขา		มัจฉายังสุขาปรีดิ์เปรม
ความใน	ความ-ใน		าแย้มแยกความในหลายสถานเอ
ทอดทิ้ง	ทอด-ทิ้ง		ู้หญิงจะทอดทิ้งเมียไว้ช่า
ร่ำไร	ร่ำ-ไร		ย่ามาบ่นร่ำไรกูไม่ฟัง¦ม
เชื้อชาติ	เชื้อ-ชาด		โอวาทแต่เชื้อชาติพวกฝรั่งมั
พุ่มพวง	พุ่ม-พวง		ี่เชยชิดพุ่มพวงดวงสมรแสนอ
สำรอง	สำ-รอง		ใจปองจัดสำรองเหล้ายาหาไ
กระจัด	กระ-จัด		หลายพลัดกระจัดกระจาย¦ฝ่า
ธงเทียว	ทง-เทียว		ลไสวทั้งธงเทียวเขียวขำดูอ
กวดขัน	กวด-ขัน		็วรวดการกวดขันพอพร้อมเสร
แค้นใจ	แค้น-ใจ		่าหุนหันแค้นใจด้วยไพรินแ
ก่ายกอง	ก่าย-กอง		ฟันตายลงก่ายกองแย่งเอาเคร
พร้อมมูล	พร้อม-มูน		ตระกูลมาพร้อมมูลจะเข้าไปใน
ไม่ต้องการ	ไม่-ต้อง-กาน		ติพัสถานไม่ต้องการเขตแดนสิ้น
ใจความ	ใจ-ความ		ลข้อใดในใจความจะบวชตามร้
จำไว้	จำ-ไว้		ัปจงสดับจำไว้ในใจหวาคิด
หากว่า	หาก-ว่า		่าตาลนี่หากว่าแม่รำภาวัณ
น้ำตาล	น้ำ-ตาน		เอ๋ยควักน้ำตาลล่อมดปดจนเ
อัมพร	อำ-พอน		างค์กลางอัมพร¦พายุพยับอ
แตกตื่น	แตก-ตื่น		ลางคืนคงแตกตื่นวุ่นวิ่งชิ
ข้างนอก	ข้าง-นอก		กษัตรามาข้างนอกแล้วชี้บอก
ถอยทัพ	ถอย-ทับ		กุลาเร่งถอยทัพเถิดหวาช้า
ด้วยว่า	ด้วย-ว่า		นทร์ใหม่ด้วยว่าใจเจตนาเป็
ยักษ์มักกะสัน	ยัก-มัก-กะ-สัน		ใช่ผีใช่ยักษ์มักกะสันก็จำเป็นจำ
ริมฝั่ง	ริม-ฝั่ง		ียไปนั่งริมฝั่งชลแล้วยกหั
พลัดตก	พลัด-ตก		มะถันถัาพลัดตกลงที่ไหนเป
ทะลวง	ทะ-ลวง		บไพร่ไล่ทะลวงเห็นคนง่วง
ทัพเรือ	ทับ-เรือ		่าขานแต่ทัพเรือเหลืออยู่ด
ล่าทัพ	ล่า-ทับ		ะหม่าให้ล่าทัพจะย้อนกลับ
ทั้งเมือง	ทั้ง-เมือง		ยอมพร้อมทั้งเมืองพระจะเปลื้
